,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
clique,1.0,gcn,random,1,oracle,0.128,0.0582,0.1276,0.0195,1.0048,0.4362,274.712,67.8946,34.224,6.6428
clique,1.0,sage,gnnexplainer,0,k1,0.1452,0.3551,0.1289,0.0197,1.2131,3.0101,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,0,k10,0.2806,0.1809,0.1289,0.0197,2.216,1.5793,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,0,k20,0.3137,0.148,0.1289,0.0197,2.4894,1.3181,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,0,k3,0.1613,0.1978,0.1289,0.0197,1.3159,1.6689,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,0,k5,0.2323,0.199,0.1289,0.0197,1.8795,1.7403,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,0,oracle,0.2974,0.0947,0.1289,0.0197,2.3554,0.8417,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,gnnexplainer,1,k1,0.304,0.4618,0.1236,0.0177,2.5495,3.9311,275.088,61.7991,33.368,6.2779
clique,1.0,sage,gnnexplainer,1,k10,0.424,0.1775,0.1236,0.0177,3.5018,1.6081,275.088,61.7991,33.368,6.2779
clique,1.0,sage,gnnexplainer,1,k20,0.3464,0.1192,0.1236,0.0177,2.8536,1.068,275.088,61.7991,33.368,6.2779
clique,1.0,sage,gnnexplainer,1,k3,0.3893,0.3015,0.1236,0.0177,3.2642,2.6979,275.088,61.7991,33.368,6.2779
clique,1.0,sage,gnnexplainer,1,k5,0.424,0.2598,0.1236,0.0177,3.5443,2.3469,275.088,61.7991,33.368,6.2779
clique,1.0,sage,gnnexplainer,1,oracle,0.2706,0.0867,0.1236,0.0177,2.232,0.7945,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,0,k1,0.5161,0.5038,0.1289,0.0197,4.0332,4.0498,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,0,k10,0.471,0.0965,0.1289,0.0197,3.7387,0.9766,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,0,k20,0.3726,0.0525,0.1289,0.0197,2.9579,0.6358,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,0,k3,0.4194,0.2333,0.1289,0.0197,3.2243,1.8094,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,0,k5,0.4484,0.1973,0.1289,0.0197,3.5157,1.5529,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,0,oracle,0.3391,0.0544,0.1289,0.0197,2.6936,0.62,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,grad,1,k1,0.4,0.4919,0.1236,0.0177,3.2471,4.0632,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,1,k10,0.4376,0.1005,0.1236,0.0177,3.6092,0.9975,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,1,k20,0.3596,0.0692,0.1236,0.0177,2.9799,0.7711,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,1,k3,0.4267,0.2697,0.1236,0.0177,3.4976,2.2819,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,1,k5,0.448,0.1908,0.1236,0.0177,3.6742,1.6438,275.088,61.7991,33.368,6.2779
clique,1.0,sage,grad,1,oracle,0.32,0.067,0.1236,0.0177,2.6592,0.7547,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,0,k1,0.5161,0.5038,0.1289,0.0197,4.0332,4.0498,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,0,k10,0.471,0.0965,0.1289,0.0197,3.7387,0.9766,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,0,k20,0.3726,0.0525,0.1289,0.0197,2.9579,0.6358,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,0,k3,0.4194,0.2333,0.1289,0.0197,3.2243,1.8094,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,0,k5,0.4484,0.1973,0.1289,0.0197,3.5157,1.5529,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,0,oracle,0.3391,0.0544,0.1289,0.0197,2.6936,0.62,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,ig,1,k1,0.4,0.4919,0.1236,0.0177,3.2471,4.0632,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,1,k10,0.4376,0.1005,0.1236,0.0177,3.6092,0.9975,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,1,k20,0.3596,0.0692,0.1236,0.0177,2.9799,0.7711,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,1,k3,0.4267,0.2697,0.1236,0.0177,3.4976,2.2819,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,1,k5,0.448,0.1908,0.1236,0.0177,3.6742,1.6438,275.088,61.7991,33.368,6.2779
clique,1.0,sage,ig,1,oracle,0.32,0.067,0.1236,0.0177,2.6592,0.7547,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,0,k1,0.0968,0.2981,0.1289,0.0197,0.7275,2.2606,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,0,k10,0.1129,0.0932,0.1289,0.0197,0.8723,0.6957,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,0,k20,0.1194,0.0661,0.1289,0.0197,0.9324,0.5211,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,0,k3,0.0968,0.1849,0.1289,0.0197,0.7292,1.3943,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,0,k5,0.1258,0.1503,0.1289,0.0197,0.966,1.1499,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,0,oracle,0.1217,0.0577,0.1289,0.0197,0.956,0.4745,260.8387,62.2004,32.7258,5.1316
clique,1.0,sage,random,1,k1,0.08,0.2724,0.1236,0.0177,0.6852,2.3678,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,1,k10,0.1072,0.0909,0.1236,0.0177,0.8689,0.7276,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,1,k20,0.1208,0.0776,0.1236,0.0177,0.9661,0.5735,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,1,k3,0.0987,0.1695,0.1236,0.0177,0.822,1.438,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,1,k5,0.104,0.1285,0.1236,0.0177,0.8588,1.068,275.088,61.7991,33.368,6.2779
clique,1.0,sage,random,1,oracle,0.1204,0.0582,0.1236,0.0177,0.9685,0.4287,275.088,61.7991,33.368,6.2779
clique,2.0,gcn,gnnexplainer,0,k1,0.3333,0.488,0.1045,0.0161,2.8768,4.2367,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,0,k10,0.4267,0.1534,0.1045,0.0161,4.0711,1.5175,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,0,k20,0.3033,0.0442,0.1045,0.0161,2.9715,0.6472,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,0,k3,0.3778,0.2477,0.1045,0.0161,3.4957,2.2127,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,0,k5,0.4,0.2268,0.1045,0.0161,3.75,2.0487,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,0,oracle,0.156,0.0353,0.1045,0.0161,1.57,0.5836,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,gnnexplainer,1,k1,0.328,0.4714,0.1039,0.0145,3.251,4.7364,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,gnnexplainer,1,k10,0.3048,0.1513,0.1039,0.0145,2.9902,1.5462,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,gnnexplainer,1,k20,0.2436,0.1053,0.1039,0.0145,2.3907,1.0823,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,gnnexplainer,1,k3,0.3627,0.2933,0.1039,0.0145,3.5097,2.8823,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,gnnexplainer,1,k5,0.336,0.2322,0.1039,0.0145,3.2696,2.2857,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,gnnexplainer,1,oracle,0.1439,0.0604,0.1039,0.0145,1.4344,0.6957,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,0,k1,0.0,0.0,0.1045,0.0161,0.0,0.0,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,0,k10,0.1067,0.0704,0.1045,0.0161,1.0524,0.7289,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,0,k20,0.1867,0.0611,0.1045,0.0161,1.8614,0.8043,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,0,k3,0.0222,0.0861,0.1045,0.0161,0.2139,0.8283,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,0,k5,0.0667,0.0976,0.1045,0.0161,0.6772,1.025,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,0,oracle,0.105,0.032,0.1045,0.0161,1.0597,0.4828,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,grad,1,k1,0.0,0.0,0.1039,0.0145,0.0,0.0,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,1,k10,0.08,0.0925,0.1039,0.0145,0.7986,0.9368,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,1,k20,0.1312,0.0742,0.1039,0.0145,1.285,0.7454,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,1,k3,0.008,0.0512,0.1039,0.0145,0.076,0.4882,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,1,k5,0.024,0.0653,0.1039,0.0145,0.2357,0.6461,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,grad,1,oracle,0.0961,0.0287,0.1039,0.0145,0.9557,0.3711,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,0,k1,0.2,0.414,0.1045,0.0161,1.7568,3.6552,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,0,k10,0.34,0.1121,0.1045,0.0161,3.2651,0.9149,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,0,k20,0.2633,0.0516,0.1045,0.0161,2.5944,0.757,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,0,k3,0.2222,0.2057,0.1045,0.0161,2.1844,2.083,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,0,k5,0.3067,0.2251,0.1045,0.0161,2.8897,2.0525,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,0,oracle,0.1305,0.0411,0.1045,0.0161,1.3217,0.5978,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,ig,1,k1,0.064,0.2457,0.1039,0.0145,0.5758,2.2201,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,1,k10,0.2928,0.1386,0.1039,0.0145,2.8707,1.4292,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,1,k20,0.2536,0.0651,0.1039,0.0145,2.4878,0.7192,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,1,k3,0.1893,0.2213,0.1039,0.0145,1.8523,2.1927,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,1,k5,0.2528,0.197,0.1039,0.0145,2.466,1.9339,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,ig,1,oracle,0.1224,0.0327,0.1039,0.0145,1.2212,0.4418,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,0,k1,0.0667,0.2582,0.1045,0.0161,0.5351,2.0723,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,0,k10,0.1067,0.0884,0.1045,0.0161,1.0517,0.8672,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,0,k20,0.1167,0.0588,0.1045,0.0161,1.1223,0.5635,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,0,k3,0.0889,0.1526,0.1045,0.0161,0.798,1.3762,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,0,k5,0.0933,0.128,0.1045,0.0161,0.9483,1.3073,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,0,oracle,0.0943,0.0334,0.1045,0.0161,0.9181,0.3529,623.4667,103.3309,66.1333,18.3881
clique,2.0,gcn,random,1,k1,0.088,0.2844,0.1039,0.0145,0.8401,2.7315,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,1,k10,0.1112,0.1002,0.1039,0.0145,1.0968,0.9877,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,1,k20,0.1056,0.0705,0.1039,0.0145,1.032,0.6927,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,1,k3,0.088,0.1753,0.1039,0.0145,0.8419,1.6437,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,1,k5,0.0896,0.1306,0.1039,0.0145,0.8762,1.2665,626.848,124.1585,66.024,19.2373
clique,2.0,gcn,random,1,oracle,0.1045,0.0373,0.1039,0.0145,1.0119,0.3613,626.848,124.1585,66.024,19.2373
clique,2.0,sage,gnnexplainer,0,k1,0.1538,0.3631,0.1027,0.0158,1.5755,3.7892,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,0,k10,0.2205,0.1826,0.1027,0.0158,2.2684,1.9459,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,0,k20,0.2051,0.1443,0.1027,0.0158,2.109,1.5757,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,0,k3,0.2137,0.2401,0.1027,0.0158,2.1845,2.4857,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,0,k5,0.2026,0.2101,0.1027,0.0158,2.0993,2.2442,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,0,oracle,0.1321,0.0624,0.1027,0.0158,1.3556,0.7929,624.6923,122.238,65.3462,21.028
clique,2.0,sage,gnnexplainer,1,k1,0.2114,0.41,0.1036,0.0134,2.0019,3.9195,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,gnnexplainer,1,k10,0.2772,0.1877,0.1036,0.0134,2.7164,1.9118,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,gnnexplainer,1,k20,0.213,0.1145,0.1036,0.0134,2.104,1.1915,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,gnnexplainer,1,k3,0.3089,0.29,0.1036,0.0134,2.9873,2.7946,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,gnnexplainer,1,k5,0.3057,0.2407,0.1036,0.0134,2.976,2.3645,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,gnnexplainer,1,oracle,0.1292,0.0475,0.1036,0.0134,1.2865,0.5789,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,0,k1,0.2051,0.4064,0.1027,0.0158,2.025,4.0651,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,0,k10,0.2846,0.1033,0.1027,0.0158,2.8598,1.189,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,0,k20,0.2718,0.0501,0.1027,0.0158,2.715,0.687,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,0,k3,0.2607,0.2441,0.1027,0.0158,2.6589,2.6476,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,0,k5,0.2795,0.1775,0.1027,0.0158,2.8563,1.9609,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,0,oracle,0.1659,0.0381,0.1027,0.0158,1.6683,0.5192,624.6923,122.238,65.3462,21.028
clique,2.0,sage,grad,1,k1,0.252,0.436,0.1036,0.0134,2.4993,4.3636,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,1,k10,0.2992,0.1177,0.1036,0.0134,2.9143,1.1956,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,1,k20,0.2797,0.0503,0.1036,0.0134,2.7342,0.5811,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,1,k3,0.3062,0.2474,0.1036,0.0134,2.9896,2.4388,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,1,k5,0.3154,0.1847,0.1036,0.0134,3.0912,1.8758,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,grad,1,oracle,0.1638,0.0339,0.1036,0.0134,1.6224,0.4542,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,0,k1,0.2051,0.4064,0.1027,0.0158,2.025,4.0651,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,0,k10,0.2846,0.1033,0.1027,0.0158,2.8598,1.189,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,0,k20,0.2718,0.0501,0.1027,0.0158,2.715,0.687,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,0,k3,0.2607,0.2441,0.1027,0.0158,2.6589,2.6476,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,0,k5,0.2795,0.1775,0.1027,0.0158,2.8563,1.9609,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,0,oracle,0.1659,0.0381,0.1027,0.0158,1.6683,0.5192,624.6923,122.238,65.3462,21.028
clique,2.0,sage,ig,1,k1,0.252,0.436,0.1036,0.0134,2.4993,4.3636,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,1,k10,0.2992,0.1177,0.1036,0.0134,2.9143,1.1956,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,1,k20,0.2797,0.0503,0.1036,0.0134,2.7342,0.5811,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,1,k3,0.3062,0.2474,0.1036,0.0134,2.9896,2.4388,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,1,k5,0.3154,0.1847,0.1036,0.0134,3.0912,1.8758,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,ig,1,oracle,0.1638,0.0339,0.1036,0.0134,1.6224,0.4542,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,0,k1,0.0641,0.2465,0.1027,0.0158,0.5979,2.305,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,0,k10,0.1064,0.1049,0.1027,0.0158,1.0429,1.0105,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,0,k20,0.1032,0.0641,0.1027,0.0158,1.0109,0.6088,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,0,k3,0.0769,0.1776,0.1027,0.0158,0.7289,1.6615,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,0,k5,0.0872,0.139,0.1027,0.0158,0.8578,1.3248,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,0,oracle,0.101,0.0372,0.1027,0.0158,0.9826,0.3416,624.6923,122.238,65.3462,21.028
clique,2.0,sage,random,1,k1,0.0976,0.2979,0.1036,0.0134,0.9154,2.8245,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,1,k10,0.1106,0.0838,0.1036,0.0134,1.0925,0.8328,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,1,k20,0.1053,0.0683,0.1036,0.0134,1.0284,0.6679,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,1,k3,0.1057,0.167,0.1036,0.0134,1.0184,1.609,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,1,k5,0.1041,0.1289,0.1036,0.0134,1.0237,1.2812,623.4797,117.8789,65.4878,18.4854
clique,2.0,sage,random,1,oracle,0.1057,0.0354,0.1036,0.0134,1.0316,0.3614,623.4797,117.8789,65.4878,18.4854
cycle,0.0,gcn,gnnexplainer,0,k1,0.3333,0.488,0.3893,0.0632,0.8167,1.2081,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,0,k10,0.3978,0.0546,0.3893,0.0632,1.0333,0.1281,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,0,k20,0.3893,0.0632,0.3893,0.0632,1.0,0.0,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,0,k3,0.4667,0.276,0.3893,0.0632,1.1389,0.6145,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,0,k5,0.4933,0.1981,0.3893,0.0632,1.24,0.3888,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,0,oracle,0.45,0.2353,0.3893,0.0632,1.1083,0.5353,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,gnnexplainer,1,k1,0.264,0.4426,0.2872,0.1307,1.422,3.6312,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,gnnexplainer,1,k10,0.3227,0.1236,0.2872,0.1307,1.4367,1.4299,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,gnnexplainer,1,k20,0.3002,0.1146,0.2872,0.1307,1.1869,0.6289,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,gnnexplainer,1,k3,0.3413,0.2791,0.2872,0.1307,1.7045,2.9192,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,gnnexplainer,1,k5,0.3552,0.1998,0.2872,0.1307,1.7083,2.2748,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,gnnexplainer,1,oracle,0.3572,0.2316,0.2872,0.1307,1.8058,2.7519,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,0,k1,0.4667,0.5164,0.3893,0.0632,1.25,1.4669,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,0,k10,0.4044,0.0475,0.3893,0.0632,1.0517,0.1151,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,0,k20,0.3893,0.0632,0.3893,0.0632,1.0,0.0,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,0,k3,0.5111,0.2133,0.3893,0.0632,1.3556,0.6366,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,0,k5,0.4933,0.1486,0.3893,0.0632,1.2967,0.4478,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,0,oracle,0.4833,0.1759,0.3893,0.0632,1.3,0.6462,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,grad,1,k1,0.488,0.5019,0.2872,0.1307,2.1828,3.5779,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,1,k10,0.3747,0.0576,0.2872,0.1307,1.9069,1.7279,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,1,k20,0.3098,0.099,0.2872,0.1307,1.3195,0.7693,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,1,k3,0.5093,0.2099,0.2872,0.1307,2.6785,2.7628,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,1,k5,0.4592,0.1392,0.2872,0.1307,2.4935,2.5962,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,grad,1,oracle,0.4772,0.1769,0.2872,0.1307,2.5243,2.5233,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,0,k1,0.5333,0.5164,0.3893,0.0632,1.4333,1.4683,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,0,k10,0.3978,0.0546,0.3893,0.0632,1.0317,0.1136,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,0,k20,0.3893,0.0632,0.3893,0.0632,1.0,0.0,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,0,k3,0.6,0.138,0.3893,0.0632,1.6,0.5347,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,0,k5,0.52,0.1474,0.3893,0.0632,1.3733,0.4648,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,0,oracle,0.55,0.1402,0.3893,0.0632,1.475,0.5952,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,ig,1,k1,0.584,0.4949,0.2872,0.1307,3.1888,4.6779,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,1,k10,0.3771,0.0579,0.2872,0.1307,1.9279,1.7255,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,1,k20,0.3086,0.1007,0.2872,0.1307,1.309,0.7673,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,1,k3,0.56,0.1874,0.2872,0.1307,3.1412,3.256,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,1,k5,0.496,0.1428,0.2872,0.1307,2.7923,2.9747,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,ig,1,oracle,0.5152,0.1645,0.2872,0.1307,2.9613,3.2693,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,0,k1,0.3333,0.488,0.3893,0.0632,0.9,1.3356,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,0,k10,0.3911,0.071,0.3893,0.0632,1.005,0.1173,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,0,k20,0.3893,0.0632,0.3893,0.0632,1.0,0.0,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,0,k3,0.3778,0.2133,0.3893,0.0632,1.0222,0.6287,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,0,k5,0.3333,0.2093,0.3893,0.0632,0.87,0.5014,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,0,oracle,0.3333,0.2041,0.3893,0.0632,0.8833,0.5297,10.6,2.1974,4.0,0.0
cycle,0.0,gcn,random,1,k1,0.304,0.4618,0.2872,0.1307,0.9408,2.034,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,1,k10,0.2811,0.1528,0.2872,0.1307,0.9395,0.4522,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,1,k20,0.2862,0.1336,0.2872,0.1307,0.9875,0.2341,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,1,k3,0.288,0.2587,0.2872,0.1307,0.9859,1.1091,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,1,k5,0.2816,0.2186,0.2872,0.1307,0.9369,0.7549,21.264,19.4033,4.008,0.0894
cycle,0.0,gcn,random,1,oracle,0.2948,0.2343,0.2872,0.1307,1.005,0.9143,21.264,19.4033,4.008,0.0894
cycle,0.0,sage,gnnexplainer,0,k1,0.1731,0.382,0.3124,0.1193,0.4712,1.149,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,0,k10,0.3335,0.1172,0.3124,0.1193,1.0788,0.4157,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,0,k20,0.3179,0.1134,0.3124,0.1193,1.0433,0.3231,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,0,k3,0.2564,0.2524,0.3124,0.1193,0.7131,0.7271,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,0,k5,0.3038,0.2258,0.3124,0.1193,0.8538,0.5994,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,0,oracle,0.2837,0.2376,0.3124,0.1193,0.8053,0.6715,17.2115,13.919,4.0,0.0
cycle,0.0,sage,gnnexplainer,1,k1,0.232,0.4238,0.2999,0.1188,1.272,3.6612,19.144,17.8965,4.016,0.126
cycle,0.0,sage,gnnexplainer,1,k10,0.3664,0.083,0.2999,0.1188,1.6024,1.5579,19.144,17.8965,4.016,0.126
cycle,0.0,sage,gnnexplainer,1,k20,0.3155,0.094,0.2999,0.1188,1.2331,0.7253,19.144,17.8965,4.016,0.126
cycle,0.0,sage,gnnexplainer,1,k3,0.304,0.2777,0.2999,0.1188,1.2921,2.7396,19.144,17.8965,4.016,0.126
cycle,0.0,sage,gnnexplainer,1,k5,0.3712,0.2105,0.2999,0.1188,1.5284,1.8162,19.144,17.8965,4.016,0.126
