,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
star,0.0,sage,ig,1,oracle,0.5417,0.1714,0.4429,0.1649,1.6712,1.6573,20.48,14.805,7.0,0.0
star,0.0,sage,random,0,k1,0.4151,0.4975,0.4417,0.1657,0.8787,1.1406,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,0,k10,0.4491,0.1928,0.4417,0.1657,1.0011,0.2877,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,0,k20,0.4371,0.1726,0.4417,0.1657,0.9817,0.1067,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,0,k3,0.4528,0.3142,0.4417,0.1657,0.9856,0.7241,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,0,k5,0.4415,0.2492,0.4417,0.1657,1.0081,0.5246,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,0,oracle,0.4286,0.217,0.4417,0.1657,0.9503,0.3834,20.3019,14.6006,7.0,0.0
star,0.0,sage,random,1,k1,0.416,0.4949,0.4429,0.1649,0.8617,1.148,20.48,14.805,7.0,0.0
star,0.0,sage,random,1,k10,0.4152,0.1943,0.4429,0.1649,0.8921,0.3099,20.48,14.805,7.0,0.0
star,0.0,sage,random,1,k20,0.4392,0.1751,0.4429,0.1649,0.9731,0.1973,20.48,14.805,7.0,0.0
star,0.0,sage,random,1,k3,0.4187,0.3165,0.4429,0.1649,0.859,0.6172,20.48,14.805,7.0,0.0
star,0.0,sage,random,1,k5,0.4224,0.2605,0.4429,0.1649,0.9058,0.493,20.48,14.805,7.0,0.0
star,0.0,sage,random,1,oracle,0.4183,0.2238,0.4429,0.1649,0.8934,0.3729,20.48,14.805,7.0,0.0
star,0.5,gcn,gnnexplainer,0,k1,0.3636,0.4866,0.318,0.1397,1.0,1.4007,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,0,k10,0.2977,0.1994,0.318,0.1397,0.7604,0.4778,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,0,k20,0.3254,0.1378,0.318,0.1397,1.0761,0.4732,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,0,k3,0.3712,0.3232,0.318,0.1397,0.9827,0.8842,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,0,k5,0.3227,0.2596,0.318,0.1397,0.824,0.6471,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,0,oracle,0.2987,0.2239,0.318,0.1397,0.7597,0.5503,34.6136,36.7741,7.0,0.0
star,0.5,gcn,gnnexplainer,1,k1,0.304,0.4618,0.294,0.1307,0.9966,2.1353,34.512,30.0359,7.0,0.0
star,0.5,gcn,gnnexplainer,1,k10,0.3008,0.1527,0.294,0.1307,1.1434,0.9785,34.512,30.0359,7.0,0.0
star,0.5,gcn,gnnexplainer,1,k20,0.3238,0.0997,0.294,0.1307,1.3368,0.867,34.512,30.0359,7.0,0.0
star,0.5,gcn,gnnexplainer,1,k3,0.3147,0.312,0.294,0.1307,1.048,1.5289,34.512,30.0359,7.0,0.0
star,0.5,gcn,gnnexplainer,1,k5,0.3072,0.2417,0.294,0.1307,1.0254,1.0972,34.512,30.0359,7.0,0.0
star,0.5,gcn,gnnexplainer,1,oracle,0.2994,0.2016,0.294,0.1307,1.0366,1.0014,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,0,k1,0.5455,0.5037,0.318,0.1397,1.5812,1.5903,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,0,k10,0.3864,0.1305,0.318,0.1397,1.8282,1.8005,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,0,k20,0.3595,0.0848,0.318,0.1397,1.5466,1.3098,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,0,k3,0.3712,0.2408,0.318,0.1397,1.539,1.9102,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,0,k5,0.4091,0.2111,0.318,0.1397,1.9597,2.212,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,0,oracle,0.4188,0.1642,0.318,0.1397,2.0547,2.1947,34.6136,36.7741,7.0,0.0
star,0.5,gcn,grad,1,k1,0.48,0.5016,0.294,0.1307,2.2697,3.7529,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,1,k10,0.3808,0.1148,0.294,0.1307,1.919,1.8918,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,1,k20,0.343,0.0827,0.294,0.1307,1.5333,1.2272,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,1,k3,0.4053,0.2223,0.294,0.1307,2.2023,2.7033,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,1,k5,0.4096,0.1965,0.294,0.1307,2.3063,2.92,34.512,30.0359,7.0,0.0
star,0.5,gcn,grad,1,oracle,0.3897,0.1627,0.294,0.1307,2.0967,2.377,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,0,k1,0.5455,0.5037,0.318,0.1397,1.9545,2.2617,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,0,k10,0.4068,0.1437,0.318,0.1397,2.325,3.2376,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,0,k20,0.3731,0.0731,0.318,0.1397,1.6891,1.6871,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,0,k3,0.4394,0.1871,0.318,0.1397,2.4665,2.8535,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,0,k5,0.4409,0.2138,0.318,0.1397,2.6545,3.6375,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,0,oracle,0.4221,0.2019,0.318,0.1397,2.5747,3.9011,34.6136,36.7741,7.0,0.0
star,0.5,gcn,ig,1,k1,0.528,0.5012,0.294,0.1307,2.6846,4.0292,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,1,k10,0.356,0.1088,0.294,0.1307,1.8697,2.0801,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,1,k20,0.3358,0.0886,0.294,0.1307,1.4793,1.1626,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,1,k3,0.4213,0.1803,0.294,0.1307,2.3211,2.8639,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,1,k5,0.3808,0.1821,0.294,0.1307,2.2002,2.5881,34.512,30.0359,7.0,0.0
star,0.5,gcn,ig,1,oracle,0.3669,0.1532,0.294,0.1307,2.0622,2.4932,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,0,k1,0.4091,0.4974,0.318,0.1397,1.1916,1.722,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,0,k10,0.3227,0.1597,0.318,0.1397,1.0623,0.5114,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,0,k20,0.3209,0.1394,0.318,0.1397,1.0278,0.1908,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,0,k3,0.3712,0.2983,0.318,0.1397,1.0628,0.8607,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,0,k5,0.3545,0.2194,0.318,0.1397,1.0747,0.6004,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,0,oracle,0.3474,0.1833,0.318,0.1397,1.1707,0.6718,34.6136,36.7741,7.0,0.0
star,0.5,gcn,random,1,k1,0.304,0.4618,0.294,0.1307,0.9566,1.613,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,1,k10,0.296,0.1568,0.294,0.1307,1.0163,0.5076,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,1,k20,0.297,0.1344,0.294,0.1307,1.0171,0.3614,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,1,k3,0.3307,0.2627,0.294,0.1307,1.0945,1.078,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,1,k5,0.2896,0.2177,0.294,0.1307,0.965,0.7836,34.512,30.0359,7.0,0.0
star,0.5,gcn,random,1,oracle,0.296,0.1825,0.294,0.1307,0.9905,0.614,34.512,30.0359,7.0,0.0
star,0.5,sage,gnnexplainer,0,k1,0.2927,0.4606,0.2476,0.1466,0.8397,1.3504,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,0,k10,0.2732,0.1884,0.2476,0.1466,1.5697,2.2036,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,0,k20,0.2976,0.1244,0.2476,0.1466,1.6051,1.2428,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,0,k3,0.2114,0.3051,0.2476,0.1466,0.5981,0.8677,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,0,k5,0.2439,0.247,0.2476,0.1466,0.8962,1.1827,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,0,oracle,0.2718,0.2209,0.2476,0.1466,1.3609,1.8269,48.6829,45.2728,7.0,0.0
star,0.5,sage,gnnexplainer,1,k1,0.264,0.4426,0.3012,0.1277,1.2503,2.8909,31.472,22.5183,7.0,0.0
star,0.5,sage,gnnexplainer,1,k10,0.3768,0.1296,0.3012,0.1277,1.5851,1.3213,31.472,22.5183,7.0,0.0
star,0.5,sage,gnnexplainer,1,k20,0.3395,0.0863,0.3012,0.1277,1.3691,0.8511,31.472,22.5183,7.0,0.0
star,0.5,sage,gnnexplainer,1,k3,0.3387,0.3052,0.3012,0.1277,1.3985,2.2411,31.472,22.5183,7.0,0.0
star,0.5,sage,gnnexplainer,1,k5,0.3728,0.219,0.3012,0.1277,1.4951,1.7294,31.472,22.5183,7.0,0.0
star,0.5,sage,gnnexplainer,1,oracle,0.3909,0.1797,0.3012,0.1277,1.5984,1.441,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,0,k1,0.561,0.5024,0.2476,0.1466,3.5679,5.7725,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,0,k10,0.4293,0.1309,0.2476,0.1466,3.2941,3.8826,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,0,k20,0.3501,0.0649,0.2476,0.1466,2.2247,1.885,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,0,k3,0.4472,0.2428,0.2476,0.1466,3.3368,4.0889,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,0,k5,0.4488,0.166,0.2476,0.1466,3.4613,3.8352,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,0,oracle,0.446,0.1603,0.2476,0.1466,3.4072,3.807,48.6829,45.2728,7.0,0.0
star,0.5,sage,grad,1,k1,0.56,0.4984,0.3012,0.1277,2.6263,3.5332,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,1,k10,0.3904,0.116,0.3012,0.1277,1.8169,1.6856,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,1,k20,0.3503,0.077,0.3012,0.1277,1.4308,0.8573,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,1,k3,0.408,0.1576,0.3012,0.1277,2.064,2.3177,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,1,k5,0.3744,0.1626,0.3012,0.1277,1.9125,2.0491,31.472,22.5183,7.0,0.0
star,0.5,sage,grad,1,oracle,0.3874,0.1505,0.3012,0.1277,1.9058,1.9899,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,0,k1,0.561,0.5024,0.2476,0.1466,3.5679,5.7725,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,0,k10,0.4293,0.1309,0.2476,0.1466,3.2941,3.8826,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,0,k20,0.3501,0.0649,0.2476,0.1466,2.2247,1.885,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,0,k3,0.4472,0.2428,0.2476,0.1466,3.3368,4.0889,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,0,k5,0.4488,0.166,0.2476,0.1466,3.4613,3.8352,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,0,oracle,0.446,0.1603,0.2476,0.1466,3.4072,3.807,48.6829,45.2728,7.0,0.0
star,0.5,sage,ig,1,k1,0.56,0.4984,0.3012,0.1277,2.6263,3.5332,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,1,k10,0.3904,0.116,0.3012,0.1277,1.8169,1.6856,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,1,k20,0.3503,0.077,0.3012,0.1277,1.4308,0.8573,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,1,k3,0.408,0.1576,0.3012,0.1277,2.064,2.3177,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,1,k5,0.3744,0.1626,0.3012,0.1277,1.9125,2.0491,31.472,22.5183,7.0,0.0
star,0.5,sage,ig,1,oracle,0.3874,0.1505,0.3012,0.1277,1.9058,1.9899,31.472,22.5183,7.0,0.0
star,0.5,sage,random,0,k1,0.2195,0.4191,0.2476,0.1466,0.7352,1.6652,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,0,k10,0.2366,0.1513,0.2476,0.1466,1.0157,0.646,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,0,k20,0.2501,0.1478,0.2476,0.1466,1.0434,0.4219,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,0,k3,0.2276,0.2521,0.2476,0.1466,0.7851,0.9405,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,0,k5,0.239,0.206,0.2476,0.1466,0.8655,0.7091,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,0,oracle,0.23,0.1687,0.2476,0.1466,0.9582,0.7731,48.6829,45.2728,7.0,0.0
star,0.5,sage,random,1,k1,0.328,0.4714,0.3012,0.1277,1.0057,1.6061,31.472,22.5183,7.0,0.0
star,0.5,sage,random,1,k10,0.312,0.1599,0.3012,0.1277,1.0198,0.4796,31.472,22.5183,7.0,0.0
star,0.5,sage,random,1,k20,0.3031,0.1333,0.3012,0.1277,0.9886,0.2686,31.472,22.5183,7.0,0.0
star,0.5,sage,random,1,k3,0.3707,0.2651,0.3012,0.1277,1.1783,0.8849,31.472,22.5183,7.0,0.0
star,0.5,sage,random,1,k5,0.336,0.2223,0.3012,0.1277,1.1072,0.7401,31.472,22.5183,7.0,0.0
star,0.5,sage,random,1,oracle,0.3269,0.1857,0.3012,0.1277,1.0684,0.5931,31.472,22.5183,7.0,0.0
star,1.0,gcn,gnnexplainer,0,k1,0.1452,0.3551,0.1639,0.084,0.712,1.8075,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,0,k10,0.1597,0.1286,0.1639,0.084,0.9082,0.8714,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,0,k20,0.1879,0.0944,0.1639,0.084,1.2477,0.7761,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,0,k3,0.1505,0.2232,0.1639,0.084,0.6751,1.0127,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,0,k5,0.1323,0.1576,0.1639,0.084,0.5871,0.7002,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,0,oracle,0.1506,0.1497,0.1639,0.084,0.8196,0.8637,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,gnnexplainer,1,k1,0.232,0.4238,0.1751,0.0793,1.1886,2.4744,60.784,55.257,7.096,0.3686
star,1.0,gcn,gnnexplainer,1,k10,0.232,0.1235,0.1751,0.0793,1.5474,1.4437,60.784,55.257,7.096,0.3686
star,1.0,gcn,gnnexplainer,1,k20,0.2192,0.0723,0.1751,0.0793,1.6426,1.4148,60.784,55.257,7.096,0.3686
star,1.0,gcn,gnnexplainer,1,k3,0.2507,0.2666,0.1751,0.0793,1.4353,2.1742,60.784,55.257,7.096,0.3686
star,1.0,gcn,gnnexplainer,1,k5,0.248,0.2101,0.1751,0.0793,1.4738,1.8469,60.784,55.257,7.096,0.3686
star,1.0,gcn,gnnexplainer,1,oracle,0.2421,0.1718,0.1751,0.0793,1.5299,1.7326,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,0,k1,0.3871,0.4911,0.1639,0.084,3.3227,5.7692,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,0,k10,0.2597,0.1108,0.1639,0.084,2.65,2.6613,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,0,k20,0.2419,0.0574,0.1639,0.084,2.0787,1.4906,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,0,k3,0.3172,0.1645,0.1639,0.084,2.8871,3.1057,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,0,k5,0.2774,0.1509,0.1639,0.084,2.7227,2.8879,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,0,oracle,0.2606,0.1412,0.1639,0.084,2.628,2.7705,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,grad,1,k1,0.344,0.477,0.1751,0.0793,4.0419,7.8135,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,1,k10,0.2408,0.1165,0.1751,0.0793,2.2911,2.8382,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,1,k20,0.2468,0.0563,0.1751,0.0793,2.027,1.8383,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,1,k3,0.2533,0.2004,0.1751,0.0793,2.6281,3.9543,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,1,k5,0.2416,0.1709,0.1751,0.0793,2.6961,4.3878,60.784,55.257,7.096,0.3686
star,1.0,gcn,grad,1,oracle,0.2262,0.1317,0.1751,0.0793,2.3276,3.221,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,0,k1,0.4194,0.4975,0.1639,0.084,3.9796,6.4735,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,0,k10,0.2742,0.139,0.1639,0.084,2.8975,3.2127,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,0,k20,0.2444,0.0628,0.1639,0.084,2.2025,1.8761,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,0,k3,0.3333,0.135,0.1639,0.084,3.1985,3.4618,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,0,k5,0.2742,0.1459,0.1639,0.084,2.8413,3.1867,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,0,oracle,0.2649,0.1313,0.1639,0.084,2.7063,2.8652,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,ig,1,k1,0.24,0.4288,0.1751,0.0793,2.6219,6.5692,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,1,k10,0.2624,0.1209,0.1751,0.0793,2.7357,3.8583,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,1,k20,0.254,0.0662,0.1751,0.0793,2.227,2.4396,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,1,k3,0.3173,0.1576,0.1751,0.0793,3.0576,4.7024,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,1,k5,0.2496,0.136,0.1751,0.0793,2.635,3.9168,60.784,55.257,7.096,0.3686
star,1.0,gcn,ig,1,oracle,0.2383,0.1323,0.1751,0.0793,2.625,4.0165,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,0,k1,0.1129,0.3191,0.1639,0.084,0.7627,2.3551,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,0,k10,0.1484,0.1264,0.1639,0.084,0.9011,0.7637,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,0,k20,0.1548,0.0978,0.1639,0.084,0.936,0.4686,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,0,k3,0.1613,0.2155,0.1639,0.084,1.0716,1.6586,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,0,k5,0.1548,0.1826,0.1639,0.084,0.9467,1.1562,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,0,oracle,0.1492,0.1496,0.1639,0.084,0.9255,0.9136,64.4839,48.3494,7.129,0.3834
star,1.0,gcn,random,1,k1,0.208,0.4075,0.1751,0.0793,1.4281,3.549,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,1,k10,0.1848,0.1264,0.1751,0.0793,1.0787,0.8332,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,1,k20,0.1772,0.096,0.1751,0.0793,1.0476,0.5632,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,1,k3,0.1867,0.2334,0.1751,0.0793,1.1828,1.9731,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,1,k5,0.1824,0.1607,0.1751,0.0793,1.1422,1.2958,60.784,55.257,7.096,0.3686
star,1.0,gcn,random,1,oracle,0.1871,0.1475,0.1751,0.0793,1.0835,0.9649,60.784,55.257,7.096,0.3686
star,1.0,sage,gnnexplainer,0,k1,0.2222,0.4187,0.1716,0.0856,1.0821,2.1445,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,0,k10,0.2292,0.1326,0.1716,0.0856,1.5268,1.3486,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,0,k20,0.216,0.0791,0.1716,0.0856,1.6094,1.1076,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,0,k3,0.2361,0.2766,0.1716,0.0856,1.1586,1.4065,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,0,k5,0.2278,0.2104,0.1716,0.0856,1.1285,1.1096,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,0,oracle,0.2138,0.1777,0.1716,0.0856,1.1212,1.0088,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,gnnexplainer,1,k1,0.2583,0.4396,0.1751,0.0785,1.5452,3.4398,57.475,48.1196,7.075,0.347
star,1.0,sage,gnnexplainer,1,k10,0.2367,0.1053,0.1751,0.0785,1.838,1.9536,57.475,48.1196,7.075,0.347
star,1.0,sage,gnnexplainer,1,k20,0.2204,0.076,0.1751,0.0785,1.6651,1.581,57.475,48.1196,7.075,0.347
star,1.0,sage,gnnexplainer,1,k3,0.2417,0.2285,0.1751,0.0785,1.7243,2.6108,57.475,48.1196,7.075,0.347
star,1.0,sage,gnnexplainer,1,k5,0.2467,0.1675,0.1751,0.0785,1.8657,2.6655,57.475,48.1196,7.075,0.347
star,1.0,sage,gnnexplainer,1,oracle,0.2388,0.1447,0.1751,0.0785,1.8109,2.3352,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,0,k1,0.5,0.5035,0.1716,0.0856,4.9665,7.0687,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,0,k10,0.2361,0.1335,0.1716,0.0856,2.7208,3.4158,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,0,k20,0.2507,0.0669,0.1716,0.0856,2.3929,2.3786,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,0,k3,0.3472,0.1526,0.1716,0.0856,3.5982,4.3397,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,0,k5,0.2694,0.139,0.1716,0.0856,2.8943,3.555,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,0,oracle,0.2463,0.149,0.1716,0.0856,2.7778,3.6034,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,grad,1,k1,0.575,0.4964,0.1751,0.0785,4.4835,6.2795,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,1,k10,0.225,0.1094,0.1751,0.0785,2.1112,2.8798,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,1,k20,0.2358,0.0725,0.1751,0.0785,1.9285,1.9959,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,1,k3,0.325,0.118,0.1751,0.0785,2.7628,3.0524,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,1,k5,0.2333,0.1048,0.1751,0.0785,2.2162,3.0864,57.475,48.1196,7.075,0.347
star,1.0,sage,grad,1,oracle,0.2171,0.1092,0.1751,0.0785,2.1236,3.1957,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,0,k1,0.5,0.5035,0.1716,0.0856,4.9665,7.0687,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,0,k10,0.2361,0.1335,0.1716,0.0856,2.7208,3.4158,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,0,k20,0.2507,0.0669,0.1716,0.0856,2.3929,2.3786,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,0,k3,0.3472,0.1526,0.1716,0.0856,3.5982,4.3397,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,0,k5,0.2694,0.139,0.1716,0.0856,2.8943,3.555,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,0,oracle,0.2463,0.149,0.1716,0.0856,2.7778,3.6034,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,ig,1,k1,0.575,0.4964,0.1751,0.0785,4.4835,6.2795,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,1,k10,0.225,0.1094,0.1751,0.0785,2.1112,2.8798,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,1,k20,0.2358,0.0725,0.1751,0.0785,1.9285,1.9959,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,1,k3,0.325,0.118,0.1751,0.0785,2.7628,3.0524,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,1,k5,0.2333,0.1048,0.1751,0.0785,2.2162,3.0864,57.475,48.1196,7.075,0.347
star,1.0,sage,ig,1,oracle,0.2171,0.1092,0.1751,0.0785,2.1236,3.1957,57.475,48.1196,7.075,0.347
star,1.0,sage,random,0,k1,0.125,0.333,0.1716,0.0856,0.9291,3.4376,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,0,k10,0.1722,0.127,0.1716,0.0856,0.9794,0.72,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,0,k20,0.1694,0.097,0.1716,0.0856,0.9942,0.523,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,0,k3,0.1713,0.2237,0.1716,0.0856,1.1095,1.7196,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,0,k5,0.1667,0.1644,0.1716,0.0856,1.0233,1.177,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,0,oracle,0.1657,0.1556,0.1716,0.0856,0.9392,0.9019,65.6944,56.7176,7.1389,0.3866
star,1.0,sage,random,1,k1,0.1917,0.3953,0.1751,0.0785,1.183,2.7779,57.475,48.1196,7.075,0.347
star,1.0,sage,random,1,k10,0.1817,0.1309,0.1751,0.0785,1.0861,0.891,57.475,48.1196,7.075,0.347
star,1.0,sage,random,1,k20,0.1796,0.0965,0.1751,0.0785,1.0717,0.5452,57.475,48.1196,7.075,0.347
star,1.0,sage,random,1,k3,0.1806,0.2199,0.1751,0.0785,1.1497,1.9171,57.475,48.1196,7.075,0.347
star,1.0,sage,random,1,k5,0.1817,0.166,0.1751,0.0785,1.1205,1.2702,57.475,48.1196,7.075,0.347
star,1.0,sage,random,1,oracle,0.1857,0.1461,0.1751,0.0785,1.1044,0.9785,57.475,48.1196,7.075,0.347
star,2.0,gcn,gnnexplainer,0,k1,0.1406,0.3504,0.0953,0.0501,1.5441,4.3043,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,gnnexplainer,0,k10,0.1484,0.1321,0.0953,0.0501,1.8301,2.4544,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,gnnexplainer,0,k20,0.1367,0.0736,0.0953,0.0501,1.8201,1.7033,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,gnnexplainer,0,k3,0.1562,0.2447,0.0953,0.0501,1.8943,3.9968,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,gnnexplainer,0,k5,0.1562,0.1726,0.0953,0.0501,1.8163,2.7267,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,gnnexplainer,0,oracle,0.156,0.1572,0.0953,0.0501,1.8985,2.8003,124.2969,104.4401,7.5156,1.1126
